"Index";"Charge_Type";"Date";"HV_Code";"Charge_Duration";"Start_Time";"End_Time";"Time_Zone";"DayType";"KWh";"Splits";"Noise"
1;"L1";"5/1/2010";"H001.V001";9;"16:40";NA;"Peak";"W";2,88;FALSE;0
2;"L1";"5/1/2010";"H001.V001";5;"20:20";NA;"Shoulder 2";"W";1,6;FALSE;0
3;"L1";"6/1/2010";"H001.V001";5;"2:10";NA;"Off Peak";"W";1,6;FALSE;0
4;"L1";"7/1/2010";"H001.V001";2;"13:40";NA;"Shoulder 1";"W";0,64;FALSE;0
5;"L1";"8/1/2010";"H001.V001";2;"9:40";NA;"Shoulder 1";"W";0,64;FALSE;0
6;"L1";"8/1/2010";"H001.V001";3;"13:30";NA;"Shoulder 1";"W";0,96;TRUE;0
7;"L1";"8/1/2010";"H001.V001";3;"14:00";NA;"Peak";"W";0,96;TRUE;0
8;"L1";"8/1/2010";"H001.V001";2;"19:40";NA;"Peak";"W";0,64;FALSE;0
9;"L1";"4/1/2010";"H002.V002";2;"3:40";NA;"Off Peak";"W";0,64;FALSE;0
10;"L1";"4/1/2010";"H002.V002";2;"11:50";NA;"Shoulder 1";"W";0,64;FALSE;0
11;"L1";"4/1/2010";"H002.V002";13;"14:20";NA;"Peak";"W";4,16;FALSE;0
12;"L1";"5/1/2010";"H002.V002";11;"10:50";NA;"Shoulder 1";"W";3,52;FALSE;0
13;"L1";"5/1/2010";"H002.V002";5;"15:30";NA;"Peak";"W";1,6;FALSE;0
14;"L1";"7/1/2010";"H002.V002";9;"18:30";NA;"Peak";"W";2,88;FALSE;0
15;"L1";"8/1/2010";"H002.V002";2;"8:40";NA;"Shoulder 1";"W";0,64;FALSE;0
16;"L1";"8/1/2010";"H002.V002";12;"9:30";NA;"Shoulder 1";"W";3,84;FALSE;0
17;"L1";"8/1/2010";"H002.V002";2;"14:10";NA;"Peak";"W";0,64;FALSE;0
18;"L1";"8/1/2010";"H002.V002";11;"14:50";NA;"Peak";"W";3,52;FALSE;0
19;"L1";"8/1/2010";"H002.V002";14;"17:40";NA;"Peak";"W";4,48;TRUE;0
20;"L1";"8/1/2010";"H002.V002";12;"20:00";NA;"Shoulder 2";"W";3,84;TRUE;0
21;"L1";"8/1/2010";"H002.V002";12;"22:00";NA;"Off Peak";"W";3,84;TRUE;0
23;"L1";"4/1/2010";"H002.V003";2;"4:10";NA;"Off Peak";"W";0,64;FALSE;0
22;"L1";"4/1/2010";"H002.V003";2;"11:50";NA;"Shoulder 1";"W";0,64;FALSE;0
24;"L1";"4/1/2010";"H002.V003";5;"22:50";NA;"Off Peak";"W";1,6;FALSE;0
25;"L1";"5/1/2010";"H002.V003";6;"0:10";NA;"Off Peak";"W";1,92;FALSE;0
27;"L1";"5/1/2010";"H002.V003";16;"2:30";NA;"Off Peak";"W";5,12;FALSE;0
26;"L1";"5/1/2010";"H002.V003";1;"21:50";NA;"Shoulder 2";"W";0,32;FALSE;0
28;"L1";"6/1/2010";"H002.V003";2;"3:00";NA;"Off Peak";"W";0,64;FALSE;0
29;"L1";"6/1/2010";"H002.V003";1;"9:20";NA;"Shoulder 1";"W";0,32;FALSE;0
30;"L1";"6/1/2010";"H002.V003";1;"12:30";NA;"Shoulder 1";"W";0,32;FALSE;0
31;"L1";"6/1/2010";"H002.V003";15;"17:00";NA;"Peak";"W";4,8;FALSE;0
32;"L1";"6/1/2010";"H002.V003";1;"21:50";NA;"Shoulder 2";"W";0,32;TRUE;0
33;"L1";"6/1/2010";"H002.V003";7;"22:00";NA;"Off Peak";"W";2,24;TRUE;0
34;"L1";"7/1/2010";"H002.V003";10;"16:10";NA;"Peak";"W";3,2;FALSE;0
35;"L1";"8/1/2010";"H002.V003";1;"13:30";NA;"Shoulder 1";"W";0,32;FALSE;0
36;"L1";"8/1/2010";"H002.V003";4;"16:10";NA;"Peak";"W";1,28;FALSE;0
37;"L1";"8/1/2010";"H002.V003";1;"19:50";NA;"Peak";"W";0,32;TRUE;0
38;"L1";"8/1/2010";"H002.V003";4;"20:00";NA;"Shoulder 2";"W";1,28;TRUE;0
39;"L1";"4/1/2010";"H003.V004";19;"0:00";NA;"Off Peak";"W";6,08;FALSE;0
40;"L1";"7/1/2010";"H003.V004";10;"10:20";NA;"Shoulder 1";"W";3,2;FALSE;0
41;"L1";"7/1/2010";"H003.V004";5;"13:10";NA;"Shoulder 1";"W";1,6;TRUE;0
42;"L1";"7/1/2010";"H003.V004";3;"14:00";NA;"Peak";"W";0,96;TRUE;0
43;"L1";"7/1/2010";"H003.V004";3;"19:00";NA;"Peak";"W";0,96;FALSE;0
44;"L1";"8/1/2010";"H003.V004";4;"9:50";NA;"Shoulder 1";"W";1,28;FALSE;0
46;"L1";"8/1/2010";"H003.V004";5;"13:10";NA;"Shoulder 1";"W";1,6;TRUE;0
47;"L1";"8/1/2010";"H003.V004";4;"14:00";NA;"Peak";"W";1,28;TRUE;0
45;"L1";"8/1/2010";"H003.V004";5;"21:10";NA;"Shoulder 2";"W";1,6;FALSE;0
48;"L1";"4/1/2010";"H004.V005";18;"16:50";NA;"Peak";"W";5,76;FALSE;0
50;"L1";"5/1/2010";"H004.V005";7;"4:20";NA;"Off Peak";"W";2,24;FALSE;0
49;"L1";"5/1/2010";"H004.V005";5;"9:30";NA;"Shoulder 1";"W";1,6;FALSE;0
51;"L1";"6/1/2010";"H004.V005";8;"0:20";NA;"Off Peak";"W";2,56;FALSE;0
52;"L1";"6/1/2010";"H004.V005";9;"16:10";NA;"Peak";"W";2,88;FALSE;0
53;"L1";"6/1/2010";"H004.V005";8;"18:20";NA;"Peak";"W";2,56;FALSE;0
54;"L1";"6/1/2010";"H004.V005";12;"22:10";NA;"Off Peak";"W";3,84;FALSE;0
55;"L1";"7/1/2010";"H004.V005";5;"18:50";NA;"Peak";"W";1,6;FALSE;0
56;"L1";"4/1/2010";"H005.V006";13;"14:30";NA;"Peak";"W";4,16;FALSE;0
57;"L1";"5/1/2010";"H005.V006";11;"16:40";NA;"Peak";"W";3,52;FALSE;0
58;"L1";"6/1/2010";"H005.V006";2;"12:00";NA;"Shoulder 1";"W";0,64;FALSE;0
59;"L1";"6/1/2010";"H005.V006";1;"13:50";NA;"Shoulder 1";"W";0,32;TRUE;0
60;"L1";"6/1/2010";"H005.V006";2;"14:00";NA;"Peak";"W";0,64;TRUE;0
61;"L1";"6/1/2010";"H005.V006";9;"22:30";NA;"Off Peak";"W";2,88;FALSE;0
62;"L1";"7/1/2010";"H005.V006";2;"13:40";NA;"Shoulder 1";"W";0,64;TRUE;0
63;"L1";"7/1/2010";"H005.V006";28;"14:00";NA;"Peak";"W";8,96;TRUE;0
64;"L1";"7/1/2010";"H005.V006";3;"18:50";NA;"Peak";"W";0,96;FALSE;0
65;"L1";"7/1/2010";"H005.V006";42;"22:20";NA;"Off Peak";"W";13,44;FALSE;0
66;"L1";"4/1/2010";"H006.V007";2;"4:40";NA;"Off Peak";"W";0,64;FALSE;0
67;"L1";"4/1/2010";"H006.V007";2;"22:10";NA;"Off Peak";"W";0,64;FALSE;0
68;"L1";"5/1/2010";"H006.V007";6;"1:40";NA;"Off Peak";"W";1,92;FALSE;0
70;"L1";"6/1/2010";"H006.V007";2;"16:00";NA;"Peak";"W";0,64;FALSE;0
69;"L1";"6/1/2010";"H006.V007";2;"21:40";NA;"Shoulder 2";"W";0,64;FALSE;0
73;"L1";"7/1/2010";"H006.V007";6;"1:20";NA;"Off Peak";"W";1,92;FALSE;0
71;"L1";"7/1/2010";"H006.V007";5;"14:20";NA;"Peak";"W";1,6;FALSE;0
72;"L1";"7/1/2010";"H006.V007";5;"18:00";NA;"Peak";"W";1,6;FALSE;0
74;"L1";"8/1/2010";"H006.V007";1;"13:50";NA;"Shoulder 1";"W";0,32;TRUE;0
75;"L1";"8/1/2010";"H006.V007";4;"14:00";NA;"Peak";"W";1,28;TRUE;0
76;"L1";"4/1/2010";"H007.V008";3;"19:30";NA;"Peak";"W";0,96;TRUE;0
77;"L1";"4/1/2010";"H007.V008";8;"20:00";NA;"Shoulder 2";"W";2,56;TRUE;0
78;"L1";"5/1/2010";"H007.V008";8;"1:10";NA;"Off Peak";"W";2,56;FALSE;0
79;"L1";"5/1/2010";"H007.V008";4;"12:20";NA;"Shoulder 1";"W";1,28;FALSE;0
80;"L1";"5/1/2010";"H007.V008";2;"16:50";NA;"Peak";"W";0,64;FALSE;0
81;"L1";"5/1/2010";"H007.V008";6;"18:20";NA;"Peak";"W";1,92;FALSE;0
82;"L1";"6/1/2010";"H007.V008";5;"12:00";NA;"Shoulder 1";"W";1,6;FALSE;0
83;"L1";"6/1/2010";"H007.V008";11;"18:10";NA;"Peak";"W";3,52;TRUE;0
84;"L1";"6/1/2010";"H007.V008";3;"20:00";NA;"Shoulder 2";"W";0,96;TRUE;0
85;"L1";"7/1/2010";"H007.V008";5;"13:10";NA;"Shoulder 1";"W";1,6;TRUE;0
86;"L1";"7/1/2010";"H007.V008";2;"14:00";NA;"Peak";"W";0,64;TRUE;0
87;"L1";"7/1/2010";"H007.V008";3;"16:40";NA;"Peak";"W";0,96;FALSE;0
88;"L1";"7/1/2010";"H007.V008";5;"20:50";NA;"Shoulder 2";"W";1,6;FALSE;0
89;"L1";"8/1/2010";"H007.V008";1;"12:50";NA;"Shoulder 1";"W";0,32;FALSE;0
90;"L1";"8/1/2010";"H007.V008";1;"21:50";NA;"Shoulder 2";"W";0,32;TRUE;0
91;"L1";"8/1/2010";"H007.V008";3;"22:00";NA;"Off Peak";"W";0,96;TRUE;0
92;"L1";"4/1/2010";"H007.V009";1;"6:50";NA;"Off Peak";"W";0,32;TRUE;0
93;"L1";"4/1/2010";"H007.V009";4;"7:00";NA;"Shoulder 1";"W";1,28;TRUE;0
94;"L1";"4/1/2010";"H007.V009";2;"12:00";NA;"Shoulder 1";"W";0,64;FALSE;0
95;"L1";"4/1/2010";"H007.V009";2;"14:10";NA;"Peak";"W";0,64;FALSE;0
96;"L1";"4/1/2010";"H007.V009";11;"20:10";NA;"Shoulder 2";"W";3,52;TRUE;0
97;"L1";"4/1/2010";"H007.V009";8;"22:00";NA;"Off Peak";"W";2,56;TRUE;0
98;"L1";"5/1/2010";"H007.V009";2;"12:40";NA;"Shoulder 1";"W";0,64;FALSE;0
99;"L1";"5/1/2010";"H007.V009";2;"17:50";NA;"Peak";"W";0,64;FALSE;0
100;"L1";"5/1/2010";"H007.V009";9;"18:20";NA;"Peak";"W";2,88;FALSE;0
101;"L1";"6/1/2010";"H007.V009";1;"6:40";NA;"Off Peak";"W";0,32;FALSE;0
102;"L1";"6/1/2010";"H007.V009";23;"15:20";NA;"Peak";"W";7,36;FALSE;0
103;"L1";"7/1/2010";"H007.V009";5;"17:00";NA;"Peak";"W";1,6;FALSE;0
104;"L1";"7/1/2010";"H007.V009";4;"21:20";NA;"Shoulder 2";"W";1,28;TRUE;0
105;"L1";"7/1/2010";"H007.V009";1;"22:00";NA;"Off Peak";"W";0,32;TRUE;0
106;"L1";"8/1/2010";"H007.V009";5;"19:00";NA;"Peak";"W";1,6;FALSE;0
108;"L1";"5/1/2010";"H008.V010";2;"19:40";NA;"Peak";"W";0,64;TRUE;0
109;"L1";"5/1/2010";"H008.V010";3;"20:00";NA;"Shoulder 2";"W";0,96;TRUE;0
107;"L1";"5/1/2010";"H008.V010";9;"20:30";NA;"Shoulder 2";"W";2,88;FALSE;0
110;"L1";"6/1/2010";"H008.V010";5;"12:00";NA;"Shoulder 1";"W";1,6;FALSE;0
111;"L1";"6/1/2010";"H008.V010";2;"22:30";NA;"Off Peak";"W";0,64;FALSE;0
112;"L1";"7/1/2010";"H008.V010";2;"12:20";NA;"Shoulder 1";"W";0,64;FALSE;0
113;"L1";"7/1/2010";"H008.V010";6;"18:50";NA;"Peak";"W";1,92;FALSE;0
114;"L1";"8/1/2010";"H008.V010";2;"10:50";NA;"Shoulder 1";"W";0,64;FALSE;0
115;"L1";"4/1/2010";"H008.V011";5;"11:10";NA;"Shoulder 1";"W";1,6;FALSE;0
116;"L1";"4/1/2010";"H008.V011";8;"12:40";NA;"Shoulder 1";"W";2,56;TRUE;0
117;"L1";"4/1/2010";"H008.V011";4;"14:00";NA;"Peak";"W";1,28;TRUE;0
118;"L1";"4/1/2010";"H008.V011";19;"15:00";NA;"Peak";"W";6,08;FALSE;0
119;"L1";"4/1/2010";"H008.V011";8;"20:40";NA;"Shoulder 2";"W";2,56;TRUE;0
120;"L1";"4/1/2010";"H008.V011";48;"22:00";NA;"Off Peak";"W";15,36;TRUE;0
121;"L1";"5/1/2010";"H008.V011";20;"10:40";NA;"Shoulder 1";"W";6,4;TRUE;0
122;"L1";"5/1/2010";"H008.V011";14;"14:00";NA;"Peak";"W";4,48;TRUE;0
123;"L1";"5/1/2010";"H008.V011";14;"17:40";NA;"Peak";"W";4,48;TRUE;0
124;"L1";"5/1/2010";"H008.V011";12;"20:00";NA;"Shoulder 2";"W";3,84;TRUE;0
125;"L1";"5/1/2010";"H008.V011";30;"22:00";NA;"Off Peak";"W";9,6;TRUE;0
126;"L1";"6/1/2010";"H008.V011";10;"7:50";NA;"Shoulder 1";"W";3,2;FALSE;0
127;"L1";"6/1/2010";"H008.V011";8;"20:30";NA;"Shoulder 2";"W";2,56;FALSE;0
130;"L1";"7/1/2010";"H008.V011";3;"5:20";NA;"Off Peak";"W";0,96;FALSE;0
128;"L1";"7/1/2010";"H008.V011";1;"6:00";NA;"Off Peak";"W";0,32;FALSE;0
129;"L1";"7/1/2010";"H008.V011";12;"8:10";NA;"Shoulder 1";"W";3,84;FALSE;0
131;"L1";"7/1/2010";"H008.V011";10;"12:20";NA;"Shoulder 1";"W";3,2;TRUE;0
132;"L1";"7/1/2010";"H008.V011";13;"14:00";NA;"Peak";"W";4,16;TRUE;0
133;"L1";"7/1/2010";"H008.V011";3;"20:30";NA;"Shoulder 2";"W";0,96;FALSE;0
135;"L1";"8/1/2010";"H008.V011";5;"13:10";NA;"Shoulder 1";"W";1,6;TRUE;0
136;"L1";"8/1/2010";"H008.V011";36;"14:00";NA;"Peak";"W";11,52;TRUE;0
137;"L1";"8/1/2010";"H008.V011";12;"20:00";NA;"Shoulder 2";"W";3,84;TRUE;0
134;"L1";"8/1/2010";"H008.V011";7;"20:20";NA;"Shoulder 2";"W";2,24;FALSE;2,24
138;"L1";"8/1/2010";"H008.V011";3;"22:00";NA;"Off Peak";"W";0,96;TRUE;0
139;"L1";"4/1/2010";"H009.V012";1;"8:30";NA;"Shoulder 1";"W";0,32;FALSE;0
140;"L1";"4/1/2010";"H009.V012";2;"14:20";NA;"Peak";"W";0,64;FALSE;0
141;"L1";"4/1/2010";"H009.V012";4;"16:20";NA;"Peak";"W";1,28;FALSE;0
142;"L1";"5/1/2010";"H009.V012";7;"9:00";NA;"Shoulder 1";"W";2,24;FALSE;0
143;"L1";"5/1/2010";"H009.V012";1;"18:00";NA;"Peak";"W";0,32;FALSE;0
144;"L1";"5/1/2010";"H009.V012";1;"18:30";NA;"Peak";"W";0,32;FALSE;0
145;"L1";"5/1/2010";"H009.V012";2;"19:40";NA;"Peak";"W";0,64;TRUE;0
146;"L1";"5/1/2010";"H009.V012";6;"20:00";NA;"Shoulder 2";"W";1,92;TRUE;0
147;"L1";"6/1/2010";"H009.V012";14;"17:40";NA;"Peak";"W";4,48;FALSE;0
149;"L1";"7/1/2010";"H009.V012";1;"14:30";NA;"Peak";"W";0,32;FALSE;0
148;"L1";"7/1/2010";"H009.V012";6;"23:50";NA;"Off Peak";"W";1,92;FALSE;0
150;"L1";"8/1/2010";"H009.V012";5;"7:50";NA;"Shoulder 1";"W";1,6;FALSE;0
152;"L1";"8/1/2010";"H009.V012";4;"15:20";NA;"Peak";"W";1,28;FALSE;0
151;"L1";"8/1/2010";"H009.V012";2;"20:00";NA;"Shoulder 2";"W";0,64;FALSE;0
153;"L1";"4/1/2010";"H010.V013";4;"3:40";NA;"Off Peak";"W";1,28;FALSE;0
154;"L1";"4/1/2010";"H010.V013";3;"12:00";NA;"Shoulder 1";"W";0,96;FALSE;0
155;"L1";"4/1/2010";"H010.V013";1;"13:10";NA;"Shoulder 1";"W";0,32;FALSE;0
156;"L1";"5/1/2010";"H010.V013";7;"0:30";NA;"Off Peak";"W";2,24;FALSE;0
157;"L1";"5/1/2010";"H010.V013";4;"21:20";NA;"Shoulder 2";"W";1,28;TRUE;0
158;"L1";"5/1/2010";"H010.V013";4;"22:00";NA;"Off Peak";"W";1,28;TRUE;0
161;"L1";"6/1/2010";"H010.V013";4;"2:20";NA;"Off Peak";"W";1,28;FALSE;0
159;"L1";"6/1/2010";"H010.V013";1;"4:00";NA;"Off Peak";"W";0,32;FALSE;0
160;"L1";"6/1/2010";"H010.V013";3;"4:40";NA;"Off Peak";"W";0,96;FALSE;0
162;"L1";"6/1/2010";"H010.V013";3;"11:40";NA;"Shoulder 1";"W";0,96;FALSE;0
163;"L1";"6/1/2010";"H010.V013";10;"14:20";NA;"Peak";"W";3,2;FALSE;0
166;"L1";"8/1/2010";"H010.V013";4;"3:20";NA;"Off Peak";"W";1,28;FALSE;0
164;"L1";"8/1/2010";"H010.V013";2;"8:00";NA;"Shoulder 1";"W";0,64;FALSE;0
165;"L1";"8/1/2010";"H010.V013";6;"20:20";NA;"Shoulder 2";"W";1,92;FALSE;0
167;"L1";"4/1/2010";"H010.V014";2;"10:10";NA;"Shoulder 1";"W";0,64;FALSE;0
168;"L1";"4/1/2010";"H010.V014";6;"17:30";NA;"Peak";"W";1,92;FALSE;0
169;"L1";"5/1/2010";"H010.V014";2;"12:30";NA;"Shoulder 1";"W";0,64;FALSE;0
170;"L1";"5/1/2010";"H010.V014";2;"13:30";NA;"Shoulder 1";"W";0,64;FALSE;0
171;"L1";"6/1/2010";"H010.V014";5;"0:50";NA;"Off Peak";"W";1,6;FALSE;0
172;"L1";"6/1/2010";"H010.V014";1;"21:50";NA;"Shoulder 2";"W";0,32;TRUE;0
173;"L1";"6/1/2010";"H010.V014";5;"22:00";NA;"Off Peak";"W";1,6;TRUE;0
174;"L1";"7/1/2010";"H010.V014";5;"14:20";NA;"Peak";"W";1,6;FALSE;0
175;"L1";"7/1/2010";"H010.V014";1;"21:50";NA;"Shoulder 2";"W";0,32;TRUE;0
176;"L1";"7/1/2010";"H010.V014";4;"22:00";NA;"Off Peak";"W";1,28;TRUE;0
177;"L1";"8/1/2010";"H010.V014";7;"2:50";NA;"Off Peak";"W";2,24;FALSE;0
178;"L1";"4/1/2010";"H011.V015";6;"0:00";NA;"Off Peak";"W";1,92;FALSE;0
179;"L1";"4/1/2010";"H011.V015";1;"6:10";NA;"Off Peak";"W";0,32;FALSE;0
180;"L1";"4/1/2010";"H011.V015";1;"16:00";NA;"Peak";"W";0,32;FALSE;0
181;"L1";"4/1/2010";"H011.V015";23;"23:40";NA;"Off Peak";"W";7,36;FALSE;0
182;"L1";"5/1/2010";"H011.V015";2;"19:40";NA;"Peak";"W";0,64;TRUE;0
183;"L1";"5/1/2010";"H011.V015";7;"20:00";NA;"Shoulder 2";"W";2,24;TRUE;0
184;"L1";"5/1/2010";"H011.V015";6;"22:50";NA;"Off Peak";"W";1,92;FALSE;0
185;"L1";"6/1/2010";"H011.V015";5;"13:10";NA;"Shoulder 1";"W";1,6;TRUE;0
186;"L1";"6/1/2010";"H011.V015";6;"14:00";NA;"Peak";"W";1,92;TRUE;0
187;"L1";"7/1/2010";"H011.V015";2;"17:20";NA;"Peak";"W";0,64;FALSE;0
188;"L1";"7/1/2010";"H011.V015";8;"20:40";NA;"Shoulder 2";"W";2,56;TRUE;0
189;"L1";"7/1/2010";"H011.V015";13;"22:00";NA;"Off Peak";"W";4,16;TRUE;0
192;"L1";"8/1/2010";"H011.V015";5;"2:50";NA;"Off Peak";"W";1,6;FALSE;0
190;"L1";"8/1/2010";"H011.V015";4;"7:10";NA;"Shoulder 1";"W";1,28;FALSE;0
191;"L1";"8/1/2010";"H011.V015";1;"21:10";NA;"Shoulder 2";"W";0,32;FALSE;0
193;"L1";"4/1/2010";"H011.V016";5;"10:50";NA;"Shoulder 1";"W";1,6;FALSE;0
194;"L1";"4/1/2010";"H011.V016";3;"12:10";NA;"Shoulder 1";"W";0,96;FALSE;0
195;"L1";"4/1/2010";"H011.V016";2;"16:20";NA;"Peak";"W";0,64;FALSE;0
196;"L1";"5/1/2010";"H011.V016";5;"14:50";NA;"Peak";"W";1,6;FALSE;0
197;"L1";"6/1/2010";"H011.V016";6;"15:40";NA;"Peak";"W";1,92;FALSE;0
198;"L1";"7/1/2010";"H011.V016";5;"8:00";NA;"Shoulder 1";"W";1,6;FALSE;0
199;"L1";"7/1/2010";"H011.V016";4;"13:20";NA;"Shoulder 1";"W";1,28;TRUE;0
200;"L1";"7/1/2010";"H011.V016";1;"14:00";NA;"Peak";"W";0,32;TRUE;0
202;"L1";"7/1/2010";"H011.V016";2;"19:00";NA;"Peak";"W";0,64;FALSE;0
201;"L1";"7/1/2010";"H011.V016";7;"20:50";NA;"Shoulder 2";"W";2,24;FALSE;0
203;"L1";"8/1/2010";"H011.V016";6;"11:50";NA;"Shoulder 1";"W";1,92;FALSE;0
206;"L1";"4/1/2010";"H012.V017";5;"9:00";NA;"Shoulder 1";"W";1,6;FALSE;0
204;"L1";"4/1/2010";"H012.V017";18;"11:00";NA;"Shoulder 1";"W";5,76;TRUE;0
205;"L1";"4/1/2010";"H012.V017";10;"14:00";NA;"Peak";"W";3,2;TRUE;0
207;"L1";"4/1/2010";"H012.V017";4;"21:00";NA;"Shoulder 2";"W";1,28;FALSE;0
208;"L1";"5/1/2010";"H012.V017";35;"0:40";NA;"Off Peak";"W";11,2;FALSE;0
209;"L1";"5/1/2010";"H012.V017";9;"15:30";NA;"Peak";"W";2,88;FALSE;0
210;"L1";"5/1/2010";"H012.V017";9;"18:30";NA;"Peak";"W";2,88;TRUE;0
211;"L1";"5/1/2010";"H012.V017";12;"20:00";NA;"Shoulder 2";"W";3,84;TRUE;0
212;"L1";"5/1/2010";"H012.V017";14;"22:00";NA;"Off Peak";"W";4,48;TRUE;0
216;"L1";"6/1/2010";"H012.V017";5;"9:20";NA;"Shoulder 1";"W";1,6;FALSE;0
213;"L1";"6/1/2010";"H012.V017";2;"11:40";NA;"Shoulder 1";"W";0,64;FALSE;0
214;"L1";"6/1/2010";"H012.V017";6;"13:00";NA;"Shoulder 1";"W";1,92;TRUE;0
215;"L1";"6/1/2010";"H012.V017";3;"14:00";NA;"Peak";"W";0,96;TRUE;0
217;"L1";"6/1/2010";"H012.V017";35;"23:50";NA;"Off Peak";"W";11,2;FALSE;0
218;"L1";"8/1/2010";"H012.V017";1;"18:50";NA;"Peak";"W";0,32;FALSE;0
219;"L1";"4/1/2010";"H013.V018";2;"10:00";NA;"Shoulder 1";"W";0,64;FALSE;0
220;"L1";"4/1/2010";"H013.V018";6;"11:50";NA;"Shoulder 1";"W";1,92;FALSE;0
224;"L1";"5/1/2010";"H013.V018";6;"0:20";NA;"Off Peak";"W";1,92;FALSE;0
221;"L1";"5/1/2010";"H013.V018";1;"12:50";NA;"Shoulder 1";"W";0,32;FALSE;0
222;"L1";"5/1/2010";"H013.V018";3;"14:20";NA;"Peak";"W";0,96;FALSE;0
223;"L1";"5/1/2010";"H013.V018";5;"15:50";NA;"Peak";"W";1,6;FALSE;0
225;"L1";"6/1/2010";"H013.V018";5;"14:50";NA;"Peak";"W";1,6;FALSE;0
226;"L1";"6/1/2010";"H013.V018";5;"17:00";NA;"Peak";"W";1,6;FALSE;0
227;"L1";"7/1/2010";"H013.V018";7;"22:10";NA;"Off Peak";"W";2,24;FALSE;0
228;"L1";"8/1/2010";"H013.V018";1;"12:10";NA;"Shoulder 1";"W";0,32;FALSE;0
229;"L1";"8/1/2010";"H013.V018";1;"14:40";NA;"Peak";"W";0,32;FALSE;0
230;"L1";"8/1/2010";"H013.V018";3;"19:30";NA;"Peak";"W";0,96;TRUE;0
231;"L1";"8/1/2010";"H013.V018";3;"20:00";NA;"Shoulder 2";"W";0,96;TRUE;0
232;"L1";"4/1/2010";"H014.V019";3;"10:10";NA;"Shoulder 1";"W";0,96;FALSE;0
233;"L1";"4/1/2010";"H014.V019";6;"19:00";NA;"Peak";"W";1,92;TRUE;0
234;"L1";"4/1/2010";"H014.V019";1;"20:00";NA;"Shoulder 2";"W";0,32;TRUE;0
235;"L1";"4/1/2010";"H014.V019";4;"21:20";NA;"Shoulder 2";"W";1,28;TRUE;0
236;"L1";"4/1/2010";"H014.V019";2;"22:00";NA;"Off Peak";"W";0,64;TRUE;0
237;"L1";"5/1/2010";"H014.V019";2;"9:50";NA;"Shoulder 1";"W";0,64;FALSE;0
238;"L1";"5/1/2010";"H014.V019";2;"11:20";NA;"Shoulder 1";"W";0,64;FALSE;0
239;"L1";"5/1/2010";"H014.V019";2;"13:20";NA;"Shoulder 1";"W";0,64;FALSE;0
240;"L1";"6/1/2010";"H014.V019";13;"11:10";NA;"Shoulder 1";"W";4,16;FALSE;0
241;"L1";"6/1/2010";"H014.V019";11;"22:00";NA;"Off Peak";"W";3,52;FALSE;0
242;"L1";"7/1/2010";"H014.V019";5;"20:00";NA;"Shoulder 2";"W";1,6;FALSE;0
244;"L1";"8/1/2010";"H014.V019";20;"15:50";NA;"Peak";"W";6,4;FALSE;0
245;"L1";"8/1/2010";"H014.V019";2;"19:40";NA;"Peak";"W";0,64;TRUE;0
243;"L1";"8/1/2010";"H014.V019";9;"20:00";NA;"Shoulder 2";"W";2,88;FALSE;2,88
246;"L1";"8/1/2010";"H014.V019";12;"20:00";NA;"Shoulder 2";"W";3,84;TRUE;0
247;"L1";"8/1/2010";"H014.V019";12;"22:00";NA;"Off Peak";"W";3,84;TRUE;0
249;"L1";"4/1/2010";"H014.V020";8;"2:30";NA;"Off Peak";"W";2,56;FALSE;0
248;"L1";"4/1/2010";"H014.V020";2;"23:50";NA;"Off Peak";"W";0,64;FALSE;0
250;"L1";"5/1/2010";"H014.V020";2;"2:50";NA;"Off Peak";"W";0,64;FALSE;0
251;"L1";"5/1/2010";"H014.V020";1;"23:20";NA;"Off Peak";"W";0,32;FALSE;0
252;"L1";"6/1/2010";"H014.V020";1;"9:00";NA;"Shoulder 1";"W";0,32;FALSE;0
253;"L1";"7/1/2010";"H014.V020";2;"11:50";NA;"Shoulder 1";"W";0,64;FALSE;0
254;"L1";"7/1/2010";"H014.V020";9;"17:20";NA;"Peak";"W";2,88;FALSE;0
255;"L1";"8/1/2010";"H014.V020";5;"12:20";NA;"Shoulder 1";"W";1,6;FALSE;0
256;"L1";"8/1/2010";"H014.V020";4;"13:20";NA;"Shoulder 1";"W";1,28;TRUE;0
257;"L1";"8/1/2010";"H014.V020";1;"14:00";NA;"Peak";"W";0,32;TRUE;0
258;"L1";"4/1/2010";"H015.V021";2;"15:20";NA;"Peak";"W";0,64;FALSE;0
259;"L1";"5/1/2010";"H015.V021";2;"14:10";NA;"Peak";"W";0,64;FALSE;0
260;"L1";"5/1/2010";"H015.V021";10;"18:20";NA;"Peak";"W";3,2;TRUE;0
261;"L1";"5/1/2010";"H015.V021";3;"20:00";NA;"Shoulder 2";"W";0,96;TRUE;0
262;"L1";"6/1/2010";"H015.V021";11;"18:00";NA;"Peak";"W";3,52;FALSE;0
263;"L1";"6/1/2010";"H015.V021";2;"21:40";NA;"Shoulder 2";"W";0,64;TRUE;0
264;"L1";"6/1/2010";"H015.V021";3;"22:00";NA;"Off Peak";"W";0,96;TRUE;0
265;"L1";"7/1/2010";"H015.V021";9;"0:30";NA;"Off Peak";"W";2,88;FALSE;0
266;"L1";"8/1/2010";"H015.V021";18;"8:50";NA;"Shoulder 1";"W";5,76;FALSE;0
