"Index";"Charge_Type";"Date";"HV_Code";"Charge_Duration";"Start_Time";"End_Time";"Time_Zone";"DayType";"KWh";"Splits";"Noise"
3331;"L1";"7/1/2010";"H151.V269";7;"16:20";NA;"Peak";"W";2,24;FALSE;0
3333;"L1";"8/1/2010";"H151.V269";2;"11:50";NA;"Shoulder 1";"W";0,64;FALSE;0
3332;"L1";"8/1/2010";"H151.V269";5;"15:10";NA;"Peak";"W";1,6;FALSE;0
3334;"L1";"8/1/2010";"H151.V269";1;"19:50";NA;"Peak";"W";0,32;TRUE;0
3335;"L1";"8/1/2010";"H151.V269";3;"20:00";NA;"Shoulder 2";"W";0,96;TRUE;0
3337;"L1";"4/1/2010";"H151.V270";1;"3:10";NA;"Off Peak";"W";0,32;FALSE;0
3336;"L1";"4/1/2010";"H151.V270";2;"8:40";NA;"Shoulder 1";"W";0,64;FALSE;0
3338;"L1";"5/1/2010";"H151.V270";4;"16:00";NA;"Peak";"W";1,28;FALSE;0
3339;"L1";"6/1/2010";"H151.V270";1;"12:10";NA;"Shoulder 1";"W";0,32;FALSE;0
3340;"L1";"6/1/2010";"H151.V270";2;"13:10";NA;"Shoulder 1";"W";0,64;FALSE;0
3341;"L1";"6/1/2010";"H151.V270";4;"14:30";NA;"Peak";"W";1,28;FALSE;0
3342;"L1";"6/1/2010";"H151.V270";4;"21:10";NA;"Shoulder 2";"W";1,28;FALSE;0
3343;"L1";"7/1/2010";"H151.V270";4;"15:00";NA;"Peak";"W";1,28;FALSE;0
3344;"L1";"7/1/2010";"H151.V270";4;"18:20";NA;"Peak";"W";1,28;FALSE;0
3345;"L1";"7/1/2010";"H151.V270";3;"19:30";NA;"Peak";"W";0,96;TRUE;0
3346;"L1";"7/1/2010";"H151.V270";2;"20:00";NA;"Shoulder 2";"W";0,64;TRUE;0
3347;"L1";"4/1/2010";"H151.V271";2;"18:50";NA;"Peak";"W";0,64;FALSE;0
3348;"L1";"6/1/2010";"H151.V271";2;"18:00";NA;"Peak";"W";0,64;FALSE;0
3349;"L1";"7/1/2010";"H151.V271";6;"12:30";NA;"Shoulder 1";"W";1,92;FALSE;0
3350;"L1";"8/1/2010";"H151.V271";2;"10:40";NA;"Shoulder 1";"W";0,64;FALSE;0
3351;"L1";"4/1/2010";"H152.V272";3;"0:00";NA;"Off Peak";"W";0,96;FALSE;0
3352;"L1";"4/1/2010";"H152.V272";1;"11:40";NA;"Shoulder 1";"W";0,32;FALSE;0
3353;"L1";"4/1/2010";"H152.V272";13;"17:40";NA;"Peak";"W";4,16;FALSE;0
3354;"L1";"4/1/2010";"H152.V272";6;"20:40";NA;"Shoulder 2";"W";1,92;FALSE;0
3355;"L1";"5/1/2010";"H152.V272";7;"20:50";NA;"Shoulder 2";"W";2,24;TRUE;0
3356;"L1";"5/1/2010";"H152.V272";4;"22:00";NA;"Off Peak";"W";1,28;TRUE;0
3357;"L1";"6/1/2010";"H152.V272";6;"8:00";NA;"Shoulder 1";"W";1,92;FALSE;0
3358;"L1";"6/1/2010";"H152.V272";8;"12:40";NA;"Shoulder 1";"W";2,56;TRUE;0
3359;"L1";"6/1/2010";"H152.V272";10;"20:00";NA;"Shoulder 2";"W";3,2;TRUE;0
3360;"L1";"7/1/2010";"H152.V272";5;"12:50";NA;"Shoulder 1";"W";1,6;FALSE;0
3361;"L1";"8/1/2010";"H152.V272";1;"6:30";NA;"Off Peak";"W";0,32;FALSE;0
3362;"L1";"8/1/2010";"H152.V272";4;"21:20";NA;"Shoulder 2";"W";1,28;TRUE;0
3363;"L1";"8/1/2010";"H152.V272";6;"22:00";NA;"Off Peak";"W";1,92;TRUE;0
3364;"L1";"6/1/2010";"H152.V273";3;"4:50";NA;"Off Peak";"W";0,96;FALSE;0
3365;"L1";"7/1/2010";"H152.V273";1;"9:30";NA;"Shoulder 1";"W";0,32;FALSE;0
3366;"L1";"7/1/2010";"H152.V273";7;"12:20";NA;"Shoulder 1";"W";2,24;FALSE;0
3367;"L1";"7/1/2010";"H152.V273";2;"16:30";NA;"Peak";"W";0,64;FALSE;0
3368;"L1";"7/1/2010";"H152.V273";2;"21:30";NA;"Shoulder 2";"W";0,64;FALSE;0
3369;"L1";"8/1/2010";"H152.V273";2;"9:10";NA;"Shoulder 1";"W";0,64;FALSE;0
3370;"L1";"8/1/2010";"H152.V273";2;"15:30";NA;"Peak";"W";0,64;FALSE;0
3371;"L1";"8/1/2010";"H152.V273";1;"23:50";NA;"Off Peak";"W";0,32;FALSE;0
3372;"L1";"4/1/2010";"H153.V274";3;"13:30";NA;"Shoulder 1";"W";0,96;TRUE;0
3373;"L1";"4/1/2010";"H153.V274";2;"14:00";NA;"Peak";"W";0,64;TRUE;0
3374;"L1";"4/1/2010";"H153.V274";2;"21:20";NA;"Shoulder 2";"W";0,64;FALSE;0
3375;"L1";"4/1/2010";"H153.V274";2;"22:10";NA;"Off Peak";"W";0,64;FALSE;0
3376;"L1";"5/1/2010";"H153.V274";6;"22:50";NA;"Off Peak";"W";1,92;FALSE;0
3377;"L1";"6/1/2010";"H153.V274";2;"10:40";NA;"Shoulder 1";"W";0,64;FALSE;0
3379;"L1";"6/1/2010";"H153.V274";5;"17:40";NA;"Peak";"W";1,6;FALSE;0
3378;"L1";"6/1/2010";"H153.V274";2;"20:00";NA;"Shoulder 2";"W";0,64;FALSE;0
3380;"L1";"7/1/2010";"H153.V274";1;"13:50";NA;"Shoulder 1";"W";0,32;TRUE;0
3381;"L1";"7/1/2010";"H153.V274";4;"14:00";NA;"Peak";"W";1,28;TRUE;0
3382;"L1";"7/1/2010";"H153.V274";6;"17:30";NA;"Peak";"W";1,92;FALSE;0
3383;"L1";"7/1/2010";"H153.V274";2;"19:40";NA;"Peak";"W";0,64;TRUE;0
3384;"L1";"7/1/2010";"H153.V274";3;"20:00";NA;"Shoulder 2";"W";0,96;TRUE;0
3385;"L1";"8/1/2010";"H153.V274";7;"15:50";NA;"Peak";"W";2,24;FALSE;0
3386;"L1";"4/1/2010";"H154.V275";2;"13:00";NA;"Shoulder 1";"W";0,64;FALSE;0
3387;"L1";"4/1/2010";"H154.V275";8;"16:30";NA;"Peak";"W";2,56;FALSE;0
3388;"L1";"5/1/2010";"H154.V275";4;"11:30";NA;"Shoulder 1";"W";1,28;FALSE;0
3389;"L1";"5/1/2010";"H154.V275";9;"17:40";NA;"Peak";"W";2,88;FALSE;0
3390;"L1";"6/1/2010";"H154.V275";2;"7:10";NA;"Shoulder 1";"W";0,64;FALSE;0
3391;"L1";"6/1/2010";"H154.V275";1;"12:20";NA;"Shoulder 1";"W";0,32;FALSE;0
3392;"L1";"6/1/2010";"H154.V275";7;"15:30";NA;"Peak";"W";2,24;FALSE;0
3393;"L1";"7/1/2010";"H154.V275";2;"19:00";NA;"Peak";"W";0,64;FALSE;0
3394;"L1";"7/1/2010";"H154.V275";2;"20:40";NA;"Shoulder 2";"W";0,64;FALSE;0
3395;"L1";"8/1/2010";"H154.V275";1;"10:40";NA;"Shoulder 1";"W";0,32;FALSE;0
3396;"L1";"8/1/2010";"H154.V275";13;"22:30";NA;"Off Peak";"W";4,16;FALSE;0
3397;"L1";"4/1/2010";"H155.V276";8;"17:00";NA;"Peak";"W";2,56;FALSE;0
3398;"L1";"5/1/2010";"H155.V276";2;"13:30";NA;"Shoulder 1";"W";0,64;FALSE;0
3399;"L1";"5/1/2010";"H155.V276";8;"15:50";NA;"Peak";"W";2,56;FALSE;0
3400;"L1";"5/1/2010";"H155.V276";13;"22:50";NA;"Off Peak";"W";4,16;FALSE;0
3401;"L1";"6/1/2010";"H155.V276";1;"15:10";NA;"Peak";"W";0,32;FALSE;0
3402;"L1";"6/1/2010";"H155.V276";16;"16:10";NA;"Peak";"W";5,12;FALSE;0
3403;"L1";"8/1/2010";"H155.V276";4;"0:10";NA;"Off Peak";"W";1,28;FALSE;0
3404;"L1";"8/1/2010";"H155.V276";3;"2:10";NA;"Off Peak";"W";0,96;FALSE;0
3405;"L1";"8/1/2010";"H155.V276";1;"19:50";NA;"Peak";"W";0,32;TRUE;0
3406;"L1";"8/1/2010";"H155.V276";10;"20:00";NA;"Shoulder 2";"W";3,2;TRUE;0
3407;"L1";"4/1/2010";"H155.V277";2;"12:20";NA;"Shoulder 1";"W";0,64;FALSE;0
3408;"L1";"5/1/2010";"H155.V277";5;"9:00";NA;"Shoulder 1";"W";1,6;FALSE;0
3409;"L1";"5/1/2010";"H155.V277";5;"13:10";NA;"Shoulder 1";"W";1,6;TRUE;0
3410;"L1";"5/1/2010";"H155.V277";1;"14:00";NA;"Peak";"W";0,32;TRUE;0
3411;"L1";"5/1/2010";"H155.V277";5;"22:10";NA;"Off Peak";"W";1,6;FALSE;0
3413;"L1";"6/1/2010";"H155.V277";7;"10:50";NA;"Shoulder 1";"W";2,24;FALSE;0
3412;"L1";"6/1/2010";"H155.V277";5;"14:00";NA;"Peak";"W";1,6;FALSE;0
3415;"L1";"7/1/2010";"H155.V277";6;"8:10";NA;"Shoulder 1";"W";1,92;FALSE;0
3414;"L1";"7/1/2010";"H155.V277";2;"12:10";NA;"Shoulder 1";"W";0,64;FALSE;0
3416;"L1";"8/1/2010";"H155.V277";6;"11:20";NA;"Shoulder 1";"W";1,92;FALSE;0
3417;"L1";"8/1/2010";"H155.V277";6;"14:40";NA;"Peak";"W";1,92;FALSE;0
3418;"L1";"4/1/2010";"H156.V278";4;"2:20";NA;"Off Peak";"W";1,28;FALSE;0
3419;"L1";"4/1/2010";"H156.V278";1;"8:40";NA;"Shoulder 1";"W";0,32;FALSE;0
3420;"L1";"4/1/2010";"H156.V278";2;"12:50";NA;"Shoulder 1";"W";0,64;FALSE;0
3421;"L1";"4/1/2010";"H156.V278";8;"20:30";NA;"Shoulder 2";"W";2,56;FALSE;0
3422;"L1";"5/1/2010";"H156.V278";2;"9:50";NA;"Shoulder 1";"W";0,64;FALSE;0
3423;"L1";"5/1/2010";"H156.V278";6;"10:40";NA;"Shoulder 1";"W";1,92;FALSE;0
3424;"L1";"5/1/2010";"H156.V278";5;"17:20";NA;"Peak";"W";1,6;FALSE;0
3425;"L1";"5/1/2010";"H156.V278";2;"21:00";NA;"Shoulder 2";"W";0,64;FALSE;0
3427;"L1";"6/1/2010";"H156.V278";4;"12:50";NA;"Shoulder 1";"W";1,28;FALSE;0
3428;"L1";"6/1/2010";"H156.V278";4;"19:10";NA;"Peak";"W";1,28;FALSE;0
3426;"L1";"6/1/2010";"H156.V278";4;"20:40";NA;"Shoulder 2";"W";1,28;FALSE;0
3429;"L1";"8/1/2010";"H156.V278";7;"17:30";NA;"Peak";"W";2,24;FALSE;0
3430;"L1";"8/1/2010";"H156.V278";2;"23:00";NA;"Off Peak";"W";0,64;FALSE;0
3431;"L1";"8/1/2010";"H156.V278";2;"23:40";NA;"Off Peak";"W";0,64;FALSE;0
3432;"L1";"4/1/2010";"H157.V279";6;"9:50";NA;"Shoulder 1";"W";1,92;FALSE;0
3433;"L1";"4/1/2010";"H157.V279";2;"12:20";NA;"Shoulder 1";"W";0,64;FALSE;0
3434;"L1";"4/1/2010";"H157.V279";8;"17:10";NA;"Peak";"W";2,56;FALSE;0
3435;"L1";"5/1/2010";"H157.V279";7;"11:10";NA;"Shoulder 1";"W";2,24;FALSE;0
3436;"L1";"5/1/2010";"H157.V279";2;"14:10";NA;"Peak";"W";0,64;FALSE;0
3437;"L1";"5/1/2010";"H157.V279";5;"17:30";NA;"Peak";"W";1,6;FALSE;0
3438;"L1";"5/1/2010";"H157.V279";1;"18:40";NA;"Peak";"W";0,32;FALSE;0
3439;"L1";"5/1/2010";"H157.V279";4;"19:20";NA;"Peak";"W";1,28;TRUE;0
3440;"L1";"5/1/2010";"H157.V279";1;"20:00";NA;"Shoulder 2";"W";0,32;TRUE;0
3441;"L1";"6/1/2010";"H157.V279";3;"13:30";NA;"Shoulder 1";"W";0,96;TRUE;0
3442;"L1";"6/1/2010";"H157.V279";1;"14:00";NA;"Peak";"W";0,32;TRUE;0
3443;"L1";"6/1/2010";"H157.V279";11;"15:50";NA;"Peak";"W";3,52;FALSE;0
3444;"L1";"6/1/2010";"H157.V279";9;"20:30";NA;"Shoulder 2";"W";2,88;TRUE;0
3445;"L1";"6/1/2010";"H157.V279";4;"22:00";NA;"Off Peak";"W";1,28;TRUE;0
3447;"L1";"7/1/2010";"H157.V279";2;"11:00";NA;"Shoulder 1";"W";0,64;FALSE;0
3448;"L1";"7/1/2010";"H157.V279";14;"16:20";NA;"Peak";"W";4,48;FALSE;0
3446;"L1";"7/1/2010";"H157.V279";1;"20:10";NA;"Shoulder 2";"W";0,32;FALSE;0
3450;"L1";"8/1/2010";"H157.V279";2;"20:30";NA;"Shoulder 2";"W";0,64;FALSE;0
3449;"L1";"8/1/2010";"H157.V279";5;"20:50";NA;"Shoulder 2";"W";1,6;FALSE;0
3451;"L1";"4/1/2010";"H158.V280";1;"20:00";NA;"Shoulder 2";"W";0,32;FALSE;0
3453;"L1";"5/1/2010";"H158.V280";9;"14:10";NA;"Peak";"W";2,88;FALSE;0
3454;"L1";"5/1/2010";"H158.V280";10;"20:00";NA;"Shoulder 2";"W";3,2;FALSE;0
3452;"L1";"5/1/2010";"H158.V280";2;"22:10";NA;"Off Peak";"W";0,64;FALSE;0
3455;"L1";"6/1/2010";"H158.V280";4;"18:00";NA;"Peak";"W";1,28;FALSE;0
3456;"L1";"6/1/2010";"H158.V280";2;"21:40";NA;"Shoulder 2";"W";0,64;TRUE;0
3457;"L1";"6/1/2010";"H158.V280";5;"22:00";NA;"Off Peak";"W";1,6;TRUE;0
3458;"L1";"7/1/2010";"H158.V280";35;"0:30";NA;"Off Peak";"W";11,2;FALSE;0
3459;"L1";"8/1/2010";"H158.V280";18;"8:50";NA;"Shoulder 1";"W";5,76;FALSE;0
3460;"L1";"8/1/2010";"H158.V280";9;"12:30";NA;"Shoulder 1";"W";2,88;TRUE;0
3461;"L1";"8/1/2010";"H158.V280";26;"14:00";NA;"Peak";"W";8,32;TRUE;0
3462;"L1";"4/1/2010";"H158.V281";8;"7:30";NA;"Shoulder 1";"W";2,56;FALSE;0
3463;"L1";"5/1/2010";"H158.V281";2;"1:10";NA;"Off Peak";"W";0,64;FALSE;0
3464;"L1";"6/1/2010";"H158.V281";1;"5:30";NA;"Off Peak";"W";0,32;FALSE;0
3465;"L1";"6/1/2010";"H158.V281";1;"12:10";NA;"Shoulder 1";"W";0,32;FALSE;0
3466;"L1";"6/1/2010";"H158.V281";2;"17:00";NA;"Peak";"W";0,64;FALSE;0
3467;"L1";"7/1/2010";"H158.V281";9;"12:20";NA;"Shoulder 1";"W";2,88;FALSE;0
3468;"L1";"7/1/2010";"H158.V281";6;"17:30";NA;"Peak";"W";1,92;FALSE;0
3469;"L1";"7/1/2010";"H158.V281";4;"19:20";NA;"Peak";"W";1,28;TRUE;0
3470;"L1";"7/1/2010";"H158.V281";5;"20:00";NA;"Shoulder 2";"W";1,6;TRUE;0
3471;"L1";"8/1/2010";"H158.V281";7;"3:20";NA;"Off Peak";"W";2,24;FALSE;0
3472;"L1";"8/1/2010";"H158.V281";34;"14:20";NA;"Peak";"W";10,88;TRUE;0
3473;"L1";"8/1/2010";"H158.V281";1;"20:00";NA;"Shoulder 2";"W";0,32;TRUE;0
3477;"L1";"4/1/2010";"H158.V282";5;"7:10";NA;"Shoulder 1";"W";1,6;FALSE;0
3474;"L1";"4/1/2010";"H158.V282";4;"11:20";NA;"Shoulder 1";"W";1,28;FALSE;0
3475;"L1";"4/1/2010";"H158.V282";3;"12:20";NA;"Shoulder 1";"W";0,96;FALSE;0
3476;"L1";"4/1/2010";"H158.V282";3;"21:30";NA;"Shoulder 2";"W";0,96;FALSE;0
3478;"L1";"4/1/2010";"H158.V282";6;"23:40";NA;"Off Peak";"W";1,92;FALSE;0
3479;"L1";"5/1/2010";"H158.V282";2;"15:20";NA;"Peak";"W";0,64;FALSE;0
3480;"L1";"5/1/2010";"H158.V282";8;"18:40";NA;"Peak";"W";2,56;TRUE;0
3481;"L1";"5/1/2010";"H158.V282";7;"20:00";NA;"Shoulder 2";"W";2,24;TRUE;0
3482;"L1";"6/1/2010";"H158.V282";2;"12:40";NA;"Shoulder 1";"W";0,64;FALSE;0
3483;"L1";"6/1/2010";"H158.V282";12;"20:00";NA;"Shoulder 2";"W";3,84;FALSE;0
3484;"L1";"7/1/2010";"H158.V282";1;"10:20";NA;"Shoulder 1";"W";0,32;FALSE;0
3485;"L1";"7/1/2010";"H158.V282";2;"12:40";NA;"Shoulder 1";"W";0,64;FALSE;0
3486;"L1";"7/1/2010";"H158.V282";1;"15:40";NA;"Peak";"W";0,32;FALSE;0
3487;"L1";"7/1/2010";"H158.V282";10;"20:10";NA;"Shoulder 2";"W";3,2;FALSE;0
3488;"L1";"8/1/2010";"H158.V282";5;"18:40";NA;"Peak";"W";1,6;FALSE;0
3489;"L1";"8/1/2010";"H158.V282";2;"23:40";NA;"Off Peak";"W";0,64;FALSE;0
3490;"L1";"4/1/2010";"H158.V283";5;"10:40";NA;"Shoulder 1";"W";1,6;FALSE;0
3491;"L1";"4/1/2010";"H158.V283";1;"15:20";NA;"Peak";"W";0,32;FALSE;0
3492;"L1";"4/1/2010";"H158.V283";1;"16:30";NA;"Peak";"W";0,32;FALSE;0
3493;"L1";"4/1/2010";"H158.V283";8;"18:20";NA;"Peak";"W";2,56;FALSE;0
3494;"L1";"5/1/2010";"H158.V283";6;"21:00";NA;"Shoulder 2";"W";1,92;FALSE;0
3495;"L1";"6/1/2010";"H158.V283";2;"18:50";NA;"Peak";"W";0,64;FALSE;0
3496;"L1";"7/1/2010";"H158.V283";2;"8:00";NA;"Shoulder 1";"W";0,64;FALSE;0
3497;"L1";"7/1/2010";"H158.V283";5;"11:30";NA;"Shoulder 1";"W";1,6;FALSE;0
3498;"L1";"7/1/2010";"H158.V283";6;"15:40";NA;"Peak";"W";1,92;FALSE;0
3499;"L1";"7/1/2010";"H158.V283";5;"20:20";NA;"Shoulder 2";"W";1,6;FALSE;0
3500;"L1";"8/1/2010";"H158.V283";2;"10:40";NA;"Shoulder 1";"W";0,64;FALSE;0
3501;"L1";"8/1/2010";"H158.V283";9;"14:10";NA;"Peak";"W";2,88;FALSE;0
3502;"L1";"8/1/2010";"H158.V283";9;"17:30";NA;"Peak";"W";2,88;FALSE;0
3503;"L1";"8/1/2010";"H158.V283";1;"21:50";NA;"Shoulder 2";"W";0,32;TRUE;0
3504;"L1";"8/1/2010";"H158.V283";5;"22:00";NA;"Off Peak";"W";1,6;TRUE;0
3506;"L1";"4/1/2010";"H158.V284";6;"7:20";NA;"Shoulder 1";"W";1,92;FALSE;0
3505;"L1";"4/1/2010";"H158.V284";5;"12:20";NA;"Shoulder 1";"W";1,6;FALSE;0
3507;"L1";"4/1/2010";"H158.V284";5;"20:00";NA;"Shoulder 2";"W";1,6;FALSE;0
3508;"L1";"5/1/2010";"H158.V284";5;"11:10";NA;"Shoulder 1";"W";1,6;FALSE;0
3509;"L1";"5/1/2010";"H158.V284";7;"17:20";NA;"Peak";"W";2,24;FALSE;0
3510;"L1";"6/1/2010";"H158.V284";1;"6:50";NA;"Off Peak";"W";0,32;TRUE;0
3511;"L1";"6/1/2010";"H158.V284";1;"7:00";NA;"Shoulder 1";"W";0,32;TRUE;0
3513;"L1";"6/1/2010";"H158.V284";6;"15:00";NA;"Peak";"W";1,92;FALSE;0
3512;"L1";"6/1/2010";"H158.V284";5;"21:10";NA;"Shoulder 2";"W";1,6;FALSE;0
3515;"L1";"7/1/2010";"H158.V284";8;"12:20";NA;"Shoulder 1";"W";2,56;FALSE;0
3514;"L1";"7/1/2010";"H158.V284";6;"20:20";NA;"Shoulder 2";"W";1,92;FALSE;0
3516;"L1";"8/1/2010";"H158.V284";10;"8:20";NA;"Shoulder 1";"W";3,2;FALSE;0
3517;"L1";"4/1/2010";"H159.V285";2;"9:20";NA;"Shoulder 1";"W";0,64;FALSE;0
3519;"L1";"4/1/2010";"H159.V285";2;"17:50";NA;"Peak";"W";0,64;FALSE;0
3518;"L1";"4/1/2010";"H159.V285";2;"21:20";NA;"Shoulder 2";"W";0,64;FALSE;0
3520;"L1";"5/1/2010";"H159.V285";13;"14:10";NA;"Peak";"W";4,16;FALSE;0
3521;"L1";"6/1/2010";"H159.V285";8;"8:00";NA;"Shoulder 1";"W";2,56;FALSE;0
3522;"L1";"6/1/2010";"H159.V285";8;"14:20";NA;"Peak";"W";2,56;FALSE;0
3523;"L1";"7/1/2010";"H159.V285";9;"11:50";NA;"Shoulder 1";"W";2,88;FALSE;0
3524;"L1";"7/1/2010";"H159.V285";8;"20:40";NA;"Shoulder 2";"W";2,56;TRUE;0
3525;"L1";"7/1/2010";"H159.V285";25;"22:00";NA;"Off Peak";"W";8;TRUE;0
3526;"L1";"8/1/2010";"H159.V285";5;"12:20";NA;"Shoulder 1";"W";1,6;FALSE;0
3527;"L1";"8/1/2010";"H159.V285";4;"19:20";NA;"Peak";"W";1,28;TRUE;0
3528;"L1";"8/1/2010";"H159.V285";12;"20:00";NA;"Shoulder 2";"W";3,84;TRUE;0
3529;"L1";"8/1/2010";"H159.V285";12;"22:00";NA;"Off Peak";"W";3,84;TRUE;0
3530;"L1";"4/1/2010";"H160.V286";2;"8:20";NA;"Shoulder 1";"W";0,64;FALSE;0
3531;"L1";"4/1/2010";"H160.V286";5;"20:50";NA;"Shoulder 2";"W";1,6;FALSE;0
3532;"L1";"5/1/2010";"H160.V286";6;"16:40";NA;"Peak";"W";1,92;FALSE;0
3536;"L1";"6/1/2010";"H160.V286";5;"4:30";NA;"Off Peak";"W";1,6;FALSE;0
3533;"L1";"6/1/2010";"H160.V286";2;"12:00";NA;"Shoulder 1";"W";0,64;FALSE;0
3534;"L1";"6/1/2010";"H160.V286";1;"13:50";NA;"Shoulder 1";"W";0,32;TRUE;0
3535;"L1";"6/1/2010";"H160.V286";2;"14:00";NA;"Peak";"W";0,64;TRUE;0
3537;"L1";"6/1/2010";"H160.V286";7;"22:30";NA;"Off Peak";"W";2,24;FALSE;0
3538;"L1";"7/1/2010";"H160.V286";2;"13:40";NA;"Shoulder 1";"W";0,64;FALSE;0
3539;"L1";"7/1/2010";"H160.V286";3;"18:50";NA;"Peak";"W";0,96;FALSE;0
3540;"L1";"7/1/2010";"H160.V286";8;"22:20";NA;"Off Peak";"W";2,56;FALSE;0
3541;"L1";"4/1/2010";"H160.V287";2;"16:10";NA;"Peak";"W";0,64;FALSE;0
3542;"L1";"5/1/2010";"H160.V287";2;"11:20";NA;"Shoulder 1";"W";0,64;FALSE;0
3543;"L1";"5/1/2010";"H160.V287";2;"12:40";NA;"Shoulder 1";"W";0,64;FALSE;0
3544;"L1";"6/1/2010";"H160.V287";12;"20:00";NA;"Shoulder 2";"W";3,84;FALSE;1,92
3545;"L1";"6/1/2010";"H160.V287";6;"21:00";NA;"Shoulder 2";"W";1,92;TRUE;0
7617;"L1";"6/1/2010";"H160.V287";1;"22:00";NA;"Off Peak";"W";0,32;NA;0,32
3546;"L1";"6/1/2010";"H160.V287";5;"22:00";NA;"Off Peak";"W";1,6;TRUE;0
3547;"L1";"7/1/2010";"H160.V287";5;"11:20";NA;"Shoulder 1";"W";1,6;FALSE;0
3548;"L1";"7/1/2010";"H160.V287";2;"13:40";NA;"Shoulder 1";"W";0,64;TRUE;0
3549;"L1";"7/1/2010";"H160.V287";2;"14:00";NA;"Peak";"W";0,64;TRUE;0
3550;"L1";"7/1/2010";"H160.V287";13;"14:40";NA;"Peak";"W";4,16;FALSE;0
3551;"L1";"7/1/2010";"H160.V287";14;"17:40";NA;"Peak";"W";4,48;TRUE;0
3552;"L1";"7/1/2010";"H160.V287";12;"20:00";NA;"Shoulder 2";"W";3,84;TRUE;0
3553;"L1";"7/1/2010";"H160.V287";30;"22:00";NA;"Off Peak";"W";9,6;TRUE;0
3554;"L1";"8/1/2010";"H160.V287";4;"13:20";NA;"Shoulder 1";"W";1,28;TRUE;0
3555;"L1";"8/1/2010";"H160.V287";36;"14:00";NA;"Peak";"W";11,52;TRUE;0
3556;"L1";"8/1/2010";"H160.V287";5;"21:10";NA;"Shoulder 2";"W";1,6;TRUE;0
3557;"L1";"8/1/2010";"H160.V287";12;"22:00";NA;"Off Peak";"W";3,84;TRUE;0
3558;"L1";"4/1/2010";"H160.V288";4;"3:00";NA;"Off Peak";"W";1,28;FALSE;0
3559;"L1";"4/1/2010";"H160.V288";2;"23:30";NA;"Off Peak";"W";0,64;FALSE;0
3560;"L1";"5/1/2010";"H160.V288";1;"9:50";NA;"Shoulder 1";"W";0,32;FALSE;0
3561;"L1";"5/1/2010";"H160.V288";1;"12:10";NA;"Shoulder 1";"W";0,32;FALSE;0
3562;"L1";"5/1/2010";"H160.V288";4;"13:00";NA;"Shoulder 1";"W";1,28;FALSE;0
3563;"L1";"7/1/2010";"H160.V288";2;"14:10";NA;"Peak";"W";0,64;FALSE;0
3564;"L1";"7/1/2010";"H160.V288";4;"18:50";NA;"Peak";"W";1,28;FALSE;0
3565;"L1";"8/1/2010";"H160.V288";2;"1:20";NA;"Off Peak";"W";0,64;FALSE;0
3566;"L1";"8/1/2010";"H160.V288";2;"13:40";NA;"Shoulder 1";"W";0,64;TRUE;0
3567;"L1";"8/1/2010";"H160.V288";4;"14:00";NA;"Peak";"W";1,28;TRUE;0
3568;"L1";"4/1/2010";"H161.V289";2;"4:30";NA;"Off Peak";"W";0,64;FALSE;0
3569;"L1";"5/1/2010";"H161.V289";1;"12:30";NA;"Shoulder 1";"W";0,32;FALSE;0
3570;"L1";"5/1/2010";"H161.V289";2;"13:40";NA;"Shoulder 1";"W";0,64;TRUE;0
3571;"L1";"5/1/2010";"H161.V289";5;"14:00";NA;"Peak";"W";1,6;TRUE;0
3572;"L1";"6/1/2010";"H161.V289";2;"11:20";NA;"Shoulder 1";"W";0,64;FALSE;0
3573;"L1";"6/1/2010";"H161.V289";1;"12:10";NA;"Shoulder 1";"W";0,32;FALSE;0
3574;"L1";"6/1/2010";"H161.V289";6;"12:30";NA;"Shoulder 1";"W";1,92;FALSE;0
3575;"L1";"6/1/2010";"H161.V289";6;"18:40";NA;"Peak";"W";1,92;FALSE;0
3576;"L1";"8/1/2010";"H161.V289";5;"10:40";NA;"Shoulder 1";"W";1,6;FALSE;0
3577;"L1";"4/1/2010";"H162.V290";7;"9:10";NA;"Shoulder 1";"W";2,24;FALSE;0
3578;"L1";"4/1/2010";"H162.V290";4;"11:40";NA;"Shoulder 1";"W";1,28;FALSE;0
3579;"L1";"4/1/2010";"H162.V290";1;"13:50";NA;"Shoulder 1";"W";0,32;TRUE;0
3580;"L1";"4/1/2010";"H162.V290";3;"14:00";NA;"Peak";"W";0,96;TRUE;0
3581;"L1";"5/1/2010";"H162.V290";3;"14:50";NA;"Peak";"W";0,96;FALSE;0
3582;"L1";"5/1/2010";"H162.V290";3;"19:30";NA;"Peak";"W";0,96;TRUE;0
3583;"L1";"5/1/2010";"H162.V290";12;"20:00";NA;"Shoulder 2";"W";3,84;TRUE;0
3584;"L1";"5/1/2010";"H162.V290";1;"22:00";NA;"Off Peak";"W";0,32;TRUE;0
3585;"L1";"6/1/2010";"H162.V290";1;"12:30";NA;"Shoulder 1";"W";0,32;FALSE;0
3586;"L1";"6/1/2010";"H162.V290";14;"16:30";NA;"Peak";"W";4,48;FALSE;0
3587;"L1";"6/1/2010";"H162.V290";3;"21:30";NA;"Shoulder 2";"W";0,96;TRUE;0
3588;"L1";"6/1/2010";"H162.V290";4;"22:00";NA;"Off Peak";"W";1,28;TRUE;0
3589;"L1";"7/1/2010";"H162.V290";4;"16:10";NA;"Peak";"W";1,28;FALSE;0
